2026-08-05_wm_content_frame_web_provenance_unreachable_via_widget_panel.md	DB	P2	wm_content_frame_web_provenance_valid unreachable for widget-panel WM content	src/lib/common/ui/window_scene.spl	0	NONE	Gate in window_scene.spl vs .widget-panel wrapper in simple_web_window_renderer.spl; both files present, status OPEN, no fix commit found
2026-08-05_wm_false_success_family_guard_blocked_by_out_of_scope_gaps.md	DB	P2	wm_false_success_family_spec cannot reach clean verdict; service.spl counters unbaselined	src/lib/nogc_async_mut/wm/service.spl	53	test/03_system/gui/wm_host_platform/wm_false_success_family_spec.spl	service.spl present with the port/window counters at :53/:79; doc OPEN, filed out-of-scope, no baseline line added
a2_target_ir_blocked_on_untracked_target_graph_2026-08-10.md	DB	P2	A2 target IR complete but never landed; target_graph.spl vanished	src/compiler/80.driver/driver_build/incremental.spl	0	test/01_unit/compiler/build_graph/target_graph_spec.spl	[PATH DRIFT: 80.driver/cache/target_graph.spl and 80.driver/build_graph/ both absent from disk] work still not in tree
absolute_path_entry_asymmetry_native_build_and_test_2026-08-09.md	DB	P2	Absolute --entry rejected by native-build; simple test on abs path silently exits 0	src/app/cli/main.spl	0	NONE	READ-DERIVED filing, OPEN; silent-exit-0 half is fail-open; no fix commit found
aes128_ccm_rfc3610_kat_mismatch_2026-07-20.md	DB	P1	AES-128-CCM RFC3610 KAT mismatch: wrong ciphertext and auth tag	src/lib/common/aes/modes.spl	0	test/unit/lib/crypto/aes128_ccm_rfc3610_kat_spec.spl	Spec and modes.spl both present; OPEN, no CCM fix commit found; wrong crypto output is a correctness defect
aes256_ctr_keystream_wrong_after_first_block_2026-07-20.md	DB	P1	AES-256-CTR keystream diverges from NIST SP800-38A after first block	src/lib/common/aes/modes.spl	0	test/unit/lib/crypto/aes_ctr_nist_spec.spl	AES-128-CTR correct, AES-256 wrong -> key-expansion/mode defect; spec present, OPEN
aes_utilities_unseeded_key_iv_nonce_generators_are_lcg_constants_2026-08-08.md	DB	P2	generate_aes_key/generate_iv/generate_nonce are constant-seeded LCGs	src/lib/common/aes/utilities.spl	286	NONE	All three fns still present at utilities.spl:286/302/306; zero current callers so latent, but a dangerous API by name
after_each_captured_var_compound_assignment_lost_2026-08-04.md	DB	P2	Write in after_each that reads the captured var is lost; constant write is not	src/lib/nogc_sync_mut/spec.spl	0	test/01_unit/std/feature_validation/testing_framework_spec.spl	OPEN, explicitly 'why not fixed now'; closure capture write-back defect in the spec-hook path
aliased_array_mut_param_mutation_lost_interpreter_2026-08-06.md	DB	P1	Array passed as both mut and non-mut param silently discards the mutation	src/compiler/10.frontend/core/interpreter/_EvalOps/call_method_eval.spl	0	NONE	Silent wrong answer, no diagnostic; doc status Investigated-not-fixed/blocked
angle_bracket_index_lint_parse_mismatch_2026-06-06.md	DB	P2	Angle-bracket index lint suggests a form the parser rejects	src/compiler/10.frontend/core/parser_stmts.spl	0	NONE	Re-verified 2026-08-09 against current bin/simple: both halves still reproduce; lint text lives under src/compiler_rust/ only
any_slot_holds_untagged_scalar_2026-08-05.md	DB	P2	ANY-typed slots hold raw untagged scalars on the JIT lane	src/compiler/70.backend/backend/_MirToLlvm/core_codegen.spl	0	NONE	Rust seed and pure-Simple storage side FIXED per doc, but the read/consumer parity gap is stated as remaining
