aes128_ccm_rfc3610_kat_mismatch_2026-07-20.md	DB	P1	AES-128-CCM RFC3610 KAT mismatch: wrong ciphertext and auth tag	src/lib/common/aes/modes.spl	0	test/unit/lib/crypto/aes128_ccm_rfc3610_kat_spec.spl	Spec and modes.spl both present; OPEN, no CCM fix commit found; wrong crypto output is a correctness defect
aes256_ctr_keystream_wrong_after_first_block_2026-07-20.md	DB	P1	AES-256-CTR keystream diverges from NIST SP800-38A after first block	src/lib/common/aes/modes.spl	0	test/unit/lib/crypto/aes_ctr_nist_spec.spl	AES-128-CTR correct, AES-256 wrong -> key-expansion/mode defect; spec present, OPEN
aliased_array_mut_param_mutation_lost_interpreter_2026-08-06.md	DB	P1	Array passed as both mut and non-mut param silently discards the mutation	src/compiler/10.frontend/core/interpreter/_EvalOps/call_method_eval.spl	0	NONE	Silent wrong answer, no diagnostic; doc status Investigated-not-fixed/blocked
any_receiver_element_read_shift_and_tag_2026-08-06.md	DB	P1	Element read off an `any` receiver: three forms, three different results	src/lib/nogc_sync_mut/gpu/engine2d/simd_kernels.spl	0	test/perf/graphics_2d/blend_parity_probe.spl	Silent wrong data with no diagnostic; field impact was PARITY_DIFFS=210; generic defect explicitly left unfixed
any_typed_closure_param_destroys_value_2026-07-28.md	DB	P1	Any-typed closure parameters silently destroy the value	src/compiler/10.frontend/core/interpreter/_EvalOps/call_method_eval.spl	0	NONE	Status open, severity high, silent data loss with no error or warning; two underlying defects noted as only routed around
array_at_returns_nil_for_every_index_2026-08-01.md	DB	P1	Pure-Simple native lane has no `at` arm in MIR lowering	src/compiler/50.mir/_MirLowering/function_lowering.spl	0	NONE	Interpreter/JIT/native-LLVM rows all FIXED; the doc's own lane table leaves 'Native, pure-Simple' as still OPEN
ast_env_mirror_bypasses_stale_index_guard_2026-08-01.md	DB	P1	AST env mirror serves stale nodes and bypasses the stale-index guard	src/compiler/10.frontend/core/_AstExpr/nodes.spl	181	NONE	Fix claim is FALSE: doc says the mirror is RETIRED (deleted), but expr_env_mirror_enabled() still exists at nodes.spl:181 with live guard...
ast_env_var_quadratic_parse_2026-06-13.md	DB	P1	AST env-var backing store causes O(N^2) parse time	src/compiler/10.frontend/core/ast_stmt.spl	0	NONE	Env-mirror machinery still present (nodes.spl:181, decl_nodes.spl:161/177); doc status 'fix proposed, not yet implemented'
bare_assert_statement_vacuity_2026-08-02.md	DB	P1	Pure-Simple compiler discards bare `assert` entirely	src/compiler/10.frontend/core/parser_stmts.spl	732	NONE	parser_stmts.spl:732-739 parses the condition then `return stmt_expr_stmt(assert_cond, 0)` — the assertion is dropped, never checked
baremetal_entry_closure_class_instantiation_fault_2026-07-06.md	DB	P1	Baremetal --entry-closure imported-class instantiation faults at runtime	src/app/cli/native_build_main.spl	0	examples/09_embedded/simple_os/arch/x86_64/class_fault_probe_entry.spl	Status still INVESTIGATING; probe entry and shared module still present, no fix commit found for the mode= last-wins injection
baremetal_option_field_unwrap_faults_class_2026-07-18.md	DB	P1	Option-unwrap / if-val field access faults on baremetal native codegen	src/compiler/50.mir/mir_lowering_stmts.spl	0	NONE	Doc explicitly tracks the CLASS; only per-site workarounds landed, codegen owner never fixed; silent fault cr2=0x0 with no diagnostic
base58_decode_reversed_polarity_rootcause_2026-07-29.md	DB	P1	Two default-engine miscompiles reverse base58_decode polarity (silent wrong data)	src/lib/common/encoding/base58.spl	0	NONE	Module lives at src/lib/common/encoding/base58.spl [PATH DRIFT]; doc marks both miscompiles PROVED with minimal repros and no fix commit
browser_engine_css_size_quadratic_pixel_render_2026-07-04.md	DB	P1	Pixel render scales quadratically with CSS size; spec greenwashed by hard-coded ids	src/lib/gc_async_mut/gpu/browser_engine/simple_web_engine2d_renderer.spl	775	test/01_unit/app/ui/browser_backend_pixel_paths_spec.spl	Status open, diagnosis complete; greenwashed validation via hard-coded widget ids means the gate cannot catch it
browser_engine_free_fn_arg_mutation_lost_2026-06-30.md	DB	P1	Class-instance args to free functions lose mutations in compiled library modules	src/compiler/50.mir/_MirLowering/function_lowering.spl	0	NONE	PARTIALLY-RESOLVED 2026-07-17; silent data loss for builder/visitor patterns, root codegen defect not closed
browser_layout_module_exceeds_128kib_parser_limit_2026-07-31.md	DB	P1	Four browser layout modules exceed the 128 KiB parser limit	src/lib/gc_async_mut/gpu/browser_engine/simple_web_html_layout_renderer_layout.spl	0	test/01_unit/lib/gc_async_mut/gpu/browser_engine/simple_web_html_layout_renderer_module_split_spec.spl	Re-measured now: layout 152125, core 157370, paint_layout 166980, renderer 127203 bytes vs the 131072 limit
browser_seccomp_denylist_and_inprocess_unjailed_2026-08-15.md	DB	P1	In-process browsers under src/app/browser never enter the seccomp jail	src/runtime/runtime_process.c	2384	NONE	Problem 1 (allow-list) verified landed; problem 2 live: zero apply_seccomp/enter_jail refs anywhere under src/app/browser
browser_text_node_blanks_frame_2026-08-05.md	DB	P1	Any text node blanks the whole frame; text_painter still unreferenced by browser_renderer	src/lib/gc_async_mut/gpu/browser_engine/browser_renderer.spl	233	test/01_unit/lib/gc_async_mut/gpu/browser_engine/browser_renderer_spec.spl	Doc claims FIXED 2026-08-06 but browser_renderer.spl still has 0 text_painter refs and 0 paint_text/draw_text hits
bug_sspec_daemon_optional_lookup_equality_divergence_2026-07-20.md	DB	P1	simple test daemon evaluator diverges from simple run on text? lookup + equality	src/lib/common/ui/draw_ir_patch.spl	142	test/01_unit/lib/common/ui/draw_ir_patch_spec.spl	Status OPEN; only new code worked around (draw_ir_patch.spl:142), latent silent-wrong-result defect left in existing code
bytebuffer_push_byte_freeze_wrong_interp_2026-06-15.md	DB	P1	ByteBuffer.push_byte(v)+freeze() yields wrong byte values in the interpreter (silent data 	src/lib/common/bytes/span.spl	0	NONE	Doc severity P1, no FIXED marker; span.spl still present; related byte_span doc shows the raw-byte store fix landed elsewhere
bytespan_equals_boxed_int_pointer_slot_93_guest_faults_2026-07-28.md	DB	P1	ByteSpan.equals faults 93x on a boxed integer in a pointer slot in the SimpleOS WM guest	src/compiler/50.mir/_MirLoweringExpr/method_calls_literals.spl	0	scripts/check/check-simpleos-wm-fullscreen-evidence.shs	Doc Status explicitly "OPEN - producer located and characterized, fix NOT landed"; all cited files present
case_bare_ident_is_irrefutable_binding_2026-08-01.md	DB	P1	A bare identifier in `case` position silently becomes an irrefutable binding, matching eve	src/compiler/10.frontend/core/interpreter/eval.spl	0	NONE	Doc claims FIXED only on the Rust seed's two engines; 20,360 UNRESOLVED sites remain unverified against scrutinee type
cert_chain_signature_verification_missing_2026-07-17.md	DB	P1	TLS chain-of-trust verify_signature has no implementation, so cert chains are never crypto	src/lib/nogc_sync_mut/tls/validation.spl	0	NONE	Doc Status "Deliberately deferred, not fixed"; security gap; validation.spl and certificate.spl both present
chained_static_ctor_receiver_drops_mutation_2026-08-01.md	DB	P1	A mutating method chained directly off a static constructor call is a silent no-op	src/compiler/10.frontend/core/interpreter/eval.spl	0	NONE	Doc Status "OPEN - reproduced and measured, mechanism NOT yet proven"; silent wrong-results with no diagnostic
class_field_reference_semantics_diverge_2026-08-06.md	DB	P1	Interpreter value-copies class fields while the JIT crashes on an optional class field	src/compiler_rust/compiler/src/interpreter_call/core/class_instantiation.rs	0	test/01_unit/compiler/class_reference_semantics_spec.spl	Doc Status "Investigated, not fixed (blocked)"; decl_set_is_value_type exists in tree but is false for these decls
cli_driver_binary_repo_seed_infinite_delegation_loop_2026-07-25.md	DB	P1	`bin/simple run` enters an infinite seed-delegation loop that blocks all execution	src/app/io/cli_ops.spl	0	NONE	Doc Status "BLOCKER"; body has only a "Root-cause hypothesis (not yet fixed)"; cli_ops.spl present
codegen_bare_method_receiver_type_blind_candidate_selection_2026-07-28.md	DB	P1	Bare-method codegen binds a candidate by name-suffix with no receiver-type check (silent w	src/compiler_rust/compiler/src/codegen/instr/closures_structs.rs	0	test/01_unit/compiler/codegen/erased_receiver_index_of_bind_spec.spl	Doc Status "OPEN (mitigated per-name only)"; spec passes identically on fixed and unfixed compilers, so it is not a gate
codegen_rt_prefix_local_function_collision_sigsegv_2026-07-12.md	DB	P1	A local function whose name matches a runtime SFFI symbol compiles to a SIGSEGV, not a cal	src/compiler_rust/compiler/src/codegen/instr/calls.rs	0	NONE	Doc Status "SOURCE FIXED - staged Cranelift execution pending"; severity blocking; unexecuted fix kept live per unsure->DB
