arm64_efi_real_firmware_lane_unreproducible_and_unified_lane_uses_kernel_2026-08-11.md	DB	P2	Unified arm64 lane still boots with QEMU -kernel instead of real firmware	scripts/check/check-simpleos-arm64-unified-live.shs	233	NONE	EFI half fixed and gated; the -kernel half explicitly STILL OPEN, blocked on a self-hosted bin/simple that can build the unified kernel
asm_template_placeholders_never_bind_2026-08-07.md	DB	P1	asm """...""" template placeholders never bind; @cfg(target_arch) is inert	src/compiler/10.frontend/parser_types_expr.spl	689	NONE	Stage-3 self-host blocker #10; out(reg) bindings compile then get silently dropped. [PATH DRIFT: no `fn lower_asm` found anywhere under s...
atomic_write_providers_were_non_atomic_2026-07-19.md	DB	P3	Atomic-write providers were non-atomic; Stage 4 integration still pending	src/lib/gc_async_mut/io/file_ops.spl	0	NONE	Doc status: PROVIDER REGRESSIONS PASS / STAGE 4 INTEGRATION PENDING; the fix landed but the integration half is explicitly open
backend_interpreter_symbol_type_unresolved_monomorphize_2026-08-11.md	DB	P2	backend/interpreter.spl `unresolved type: Symbol` at stage4 native-build	src/compiler/backend/backend/interpreter.spl	0	NONE	`git grep 'type Symbol' src/compiler/20.hir/hir_types.spl` is EMPTY, so the alias the doc says should resolve it is absent
backend_optimization_facts_gating_not_enforced_2026-07-20.md	DB	P3	Backend optimization skip reasons retain optional fact wrappers	test/01_unit/compiler/mir_opt/general_patterns_backend_recommendation_spec.spl	0	test/01_unit/compiler/mir_opt/general_patterns_backend_recommendation_spec.spl	Doc status SOURCE-FIXED with the focused self-hosted rerun still pending; verification half never closed
bootstrap_admission_v2_fail_closed_blocks_all_bootstraps_2026-08-17.md	DB	P1	Bootstrap admission v2 unconditionally fail-closed; no bootstrap can start	scripts/check/lib/bootstrap-planner-admission-bound.shs	105	NONE	Script header still says it never executes the planner and cannot produce authoritative admission; :105 emits planner-admission-v2-producer-
bootstrap_default_len_is_empty_not_materialized_2026-07-13.md	DB	P3	Bootstrap default Len.is_empty is not materialized	src/compiler/20.hir/hir_lowering/expressions.spl	0	NONE	Doc is a bare one-line title with no repro or fix record; nothing in-tree proves materialization, so it stays open per WHEN-UNSURE-DB
bootstrap_diagnostic_missing_child_preflight_2026-08-02.md	DB	P3	Bootstrap diagnostic sweep missing-child preflight	src/app/cli/check_entry.spl	0	NONE	Doc has a 'Fix and evidence' heading but no commit sha; no preflight for a missing child process found in check_entry.spl
bootstrap_erased_text_rfind_optional_abi_2026-07-13.md	DB	P2	Bootstrap erased-text rfind loses Optional not-found semantics	src/compiler/50.mir/mir_lowering_stmts.spl	0	NONE	No rfind Optional-ABI handling found anywhere under src/compiler/50.mir; the required fix in the doc is unimplemented
bootstrap_lint_json_validation_false_green_2026-07-23.md	DB	P2	Bootstrap lint JSON validation accepted malformed output (false green)	src/app/cli/check_entry.spl	0	NONE	Status is SOURCE FIXED / FRESH STAGE 4 QUALIFICATION PENDING; the qualifying stage-4 run is still not recorded anywhere in-tree
bootstrap_logging_diagnostics_2026-07-07.md	DB	P3	Bootstrap logging diagnostics incomplete (open-ended remaining items)	src/app/cli/native_build_main.spl	244	NONE	Done items verified at tip (SIMPLE_BOOTSTRAP_DIAG hint at native_build_main.spl:244) but status IN_PROGRESS with no deterministic repro
bootstrap_low_memory_positional_bridge_circularity_2026-07-26.md	DB	P2	Low-memory positional bridge blocked by split pure-binary capabilities	scripts/bootstrap/bootstrap-from-scratch.sh	0	test/02_integration/compiler/bootstrap_low_memory_phase2_reclaim_probe.spl	Status BLOCKED, no admissible distinct route found; nothing in the bootstrap script resolves the stated circularity
bootstrap_main_entry_closure_no_object_progress_2026-07-23.md	DB	P2	bootstrap_main native build makes no object progress	src/app/cli/native_build_main.spl	0	NONE	Doc: resolved for entry closure but downstream bootstrap remains open; native_build_main.spl is worker-only and the downstream stall is unad
bootstrap_named_tuple_return_parse_2026-07-17.md	DB	P2	Bootstrap parser rejects labeled tuple return types	src/compiler/10.frontend/parser_types_expr.spl	0	NONE	Status SOURCE FIXED; FRESH STAGE3 VERIFICATION REQUIRED and the 'Remaining acceptance' section has no recorded passing run
bootstrap_parser_address_of_cast_2026-07-27.md	DB	P2	Bootstrap parser rejects address-of cast arguments	src/compiler/10.frontend/parser_types_expr.spl	0	src/os/userlib/device.spl	Status PARTIALLY RESOLVED: prefix & passes the flat parser but the cast-argument form is unresolved; device.spl still uses unsafe_addr_of at
bootstrap_parser_quadratic_source_refetch_2026-07-12.md	DB	P2	Bootstrap parser quadratic source refetch; full bootstrap acceptance open	src/compiler/10.frontend/core/parser_cli.spl	0	NONE	Scaling fixed but doc states full bootstrap acceptance remains open and it blocks the bounded pure-Simple bootstrap
bootstrap_planner_v1_unbound_authorization_2026-08-14.md	DB	P1	Bootstrap planner v1 authorization is unbound to argv/env/exit status	scripts/check/lib/bootstrap-planner-admission-bound.shs	0	test/01_unit/scripts/bootstrap_planner_admission_bound_contract_test.shs	Status OPEN, v3 design frozen and the producer cycle was reverted; the bound script still only validates structure, never executes the plann
bootstrap_prefix_address_of_parser_gap_2026-07-27.md	DB	P2	Bootstrap parser rejects prefix address-of expressions	src/compiler/10.frontend/parser_types_expr.spl	0	src/os/userlib/device.spl	Status OPEN, severity high, blocks strict Stage 4 full-CLI bootstrap; four more prefix-address uses named and unaddressed
bootstrap_progress_watcher_root_only_rss_2026-08-02.md	DB	P3	Bootstrap progress watcher reports only wrapper RSS, not the child tree	scripts/bootstrap/bootstrap-from-scratch.sh	0	NONE	Fix claim unverifiable: git grep 'watcher' in bootstrap-from-scratch.sh returns nothing, and doc admits the canonical run was never restarte
bootstrap_pure_simple_stage2_stall_yoon_note_2026-07-02.md	DB	P2	--pure-simple stage2 stalls on yoon-note (7200s timeout, no binary)	scripts/bootstrap/bootstrap-from-scratch.sh	0	NONE	Status open, blocks redeploying bin/simple on this host; no stage2 stall remediation recorded in the bootstrap script
bootstrap_seed_jit_host_evidence_chain_false_negative_2026-07-27.md	DB	P3	Bootstrap-seed JIT host-evidence chain false negative	src/app/test/test_host_env.spl	0	src/app/test/test_host_env.spl	Status open, diagnostic runner only; doc requires a fresh admitted pure-Simple compiler to re-verify, which has not happened
bootstrap_stage1_native_build_llvm_icmp_segfault_2026-07-09.md	DB	P1	Stage 1 SIGSEGV in LLVM ConstantFolder::FoldCmp via interpreted LLVMBuildICmp	src/compiler_rust/compiler/src/elf_utils.rs	0	NONE	Status OPEN, root-caused from a macOS crash report; blocks bin/simple build bootstrap on aarch64-apple-darwin and no fix commit exists
bootstrap_stage2_capability_log_phantom_2026-08-17.md	DB	P3	Warning references stage2-capability.log that is never written when stage2 fails	scripts/bootstrap/bootstrap-from-scratch.sh	2310	NONE	Fix claim FALSE: the log is only written inside the stage2-usable branch (:2296); the else branch at :2309-2311 still points at a nonexisten
bootstrap_stage2_empty_mir_bodies_2026-07-05.md	DB	P1	Stage-2 bootstrap: function bodies lower to empty ret-0 stubs	src/compiler/50.mir/_MirLowering/function_lowering.spl	0	scripts/bootstrap/bootstrap-from-scratch.sh	5-point stub chain; 5 fixed, chain not complete; bootstrap-from-scratch.sh:1822 still cites this doc as live
bootstrap_stage2_silent_exit1_empty_log_2026-08-17.md	DB	P2	Stage2 silent exit-1 with 0-byte stage2-native-build.log	scripts/bootstrap/bootstrap-from-scratch.sh	1963	scripts/bootstrap/bootstrap-from-scratch.sh	stage2_status diagnosis path present at :1963-1985; doc states root output-buffering defect still open
bootstrap_stage3_module_surface_placeholder_nil_2026-08-01.md	DB	P1	Stage 3 module-surface placeholder nil trap	src/compiler/10.frontend/_FlatAstBridge/convert_nodes.spl	0	scripts/bootstrap/bootstrap-from-scratch.sh	Doc status open with GDB investigation resumed; no fixing commit findable; blocks stage3 self-host
bootstrap_stage3_selfhost_seed_wrapper_fallback_2026-06-17.md	DB	P1	Stage3 self-host: stage2 binary emits only a seed-wrapper not native code	src/app/cli/bootstrap_main.spl	0	scripts/bootstrap/bootstrap-from-scratch.sh	Status Open w/ NEEDS REVISIT; breaks stage2==stage3 reproducible-build guarantee; no fix commit found
bootstrap_stage4_ast_hir_overlap_memory_2026-07-27.md	DB	P1	Stage 4 AST/HIR overlap exhausts the no-GC heap registry	src/compiler/20.hir/hir_lowering/_Items/module_lowering.spl	0	scripts/bootstrap/bootstrap-from-scratch.sh	Doc Open; only a mitigation landed, full main.spl stage4 closure still does not build
